real	34m55.755s
user	32m29.944s
sys	1m23.012s




total_elements, symbols, declare_fun, declare_sort, check_sat, assert, argument, push, pop, let_bindings, forall, exists, core_true, core_false, core_not, core_imply, core_and, core_or, core_xor, core_distinct, mult, plus, equals, int_le_or_gr, int_leq_or_grq, bvand, bvor, bvxor, bvnand, bvnor, bvcomp, bvadd, bvmul, bvs_l_g, bvs_le_ge, bvu_l_g, bvu_le_ge  
50, 26, 8, 0, 1, 1, 0, 0, 0, 6, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 13, 0, 1, 0, 0, 4
932, 558, 149, 0, 1, 1, 0, 0, 0, 52, 0, 0, 0, 0, 50, 0, 1, 0, 0, 0, 0, 0, 101, 0, 0, 0, 61, 0, 0, 0, 0, 204, 0, 1, 0, 4, 48
1487, 665, 68, 0, 1, 1, 0, 0, 0, 13, 0, 0, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 64, 0, 0, 0, 24, 0, 0, 0, 0, 61, 1, 0, 11, 51, 128
290, 183, 18, 0, 1, 1, 0, 0, 0, 26, 0, 0, 0, 0, 21, 0, 1, 0, 0, 0, 0, 0, 32, 0, 0, 0, 5, 0, 0, 0, 0, 73, 0, 0, 0, 6, 13
661, 410, 74, 0, 1, 1, 0, 0, 0, 31, 0, 0, 0, 0, 51, 0, 1, 0, 0, 0, 0, 0, 84, 0, 0, 13, 38, 0, 0, 0, 0, 71, 0, 0, 0, 31, 39
119, 69, 17, 0, 1, 1, 0, 0, 0, 8, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 13, 0, 0, 0, 5, 0, 0, 0, 0, 26, 0, 0, 0, 0, 5
1523, 883, 155, 0, 1, 1, 0, 0, 0, 76, 0, 0, 0, 0, 93, 0, 1, 0, 0, 0, 0, 0, 151, 0, 0, 3, 63, 0, 0, 0, 0, 269, 11, 1, 2, 34, 90
2693, 1647, 155, 0, 1, 1, 0, 0, 0, 122, 0, 0, 0, 0, 172, 0, 1, 0, 0, 0, 0, 0, 243, 0, 0, 9, 63, 0, 0, 0, 0, 503, 11, 2, 7, 81, 181
14, 7, 5, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0
182, 121, 25, 0, 1, 1, 0, 0, 0, 11, 0, 0, 0, 0, 12, 0, 1, 0, 0, 0, 0, 0, 21, 0, 0, 2, 11, 0, 0, 0, 0, 15, 0, 0, 0, 8, 12
470, 297, 61, 0, 1, 1, 0, 0, 0, 23, 0, 0, 0, 0, 31, 0, 1, 0, 0, 0, 0, 0, 53, 0, 0, 3, 31, 0, 0, 0, 0, 55, 0, 0, 0, 19, 33
127, 76, 18, 0, 1, 1, 0, 0, 0, 10, 0, 0, 0, 0, 13, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 0, 5, 0, 0, 0, 0, 28, 0, 0, 0, 2, 3
9, 4, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0
2453, 1479, 155, 0, 1, 1, 0, 0, 0, 129, 0, 0, 0, 0, 159, 0, 1, 0, 0, 0, 0, 0, 227, 0, 0, 9, 63, 0, 0, 0, 0, 449, 11, 5, 6, 66, 171
2363, 1421, 155, 0, 1, 1, 0, 0, 0, 107, 0, 0, 0, 0, 152, 0, 1, 0, 0, 0, 0, 0, 220, 0, 0, 9, 63, 0, 0, 0, 0, 431, 11, 6, 5, 74, 152
22, 14, 9, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0
14, 7, 5, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0
334, 196, 62, 0, 1, 1, 0, 0, 0, 18, 0, 0, 0, 0, 16, 0, 1, 0, 0, 0, 0, 0, 35, 0, 0, 0, 27, 0, 0, 0, 0, 67, 0, 0, 0, 1, 19
159, 96, 17, 0, 1, 1, 0, 0, 0, 11, 0, 0, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 5, 0, 0, 0, 0, 36, 0, 0, 0, 0, 10
1284, 804, 139, 0, 1, 1, 0, 0, 0, 56, 0, 0, 0, 0, 92, 0, 1, 0, 0, 0, 0, 0, 157, 0, 0, 25, 69, 0, 0, 0, 0, 149, 0, 0, 1, 45, 78
212, 123, 31, 0, 1, 1, 0, 0, 0, 14, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 10, 0, 0, 0, 0, 51, 0, 0, 0, 0, 18
2903, 1748, 155, 0, 1, 1, 0, 0, 0, 129, 0, 0, 0, 0, 172, 0, 1, 0, 0, 0, 0, 0, 243, 0, 0, 9, 63, 0, 0, 0, 0, 535, 11, 5, 6, 80, 209
1807, 1180, 166, 0, 1, 1, 0, 0, 0, 93, 0, 0, 0, 0, 118, 0, 1, 0, 0, 0, 0, 0, 219, 0, 0, 27, 72, 0, 0, 0, 0, 269, 0, 0, 2, 62, 91
113, 67, 18, 0, 1, 1, 0, 0, 0, 9, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 0, 0, 0, 0, 27, 0, 0, 0, 2, 3
2258, 1360, 155, 0, 1, 1, 0, 0, 0, 121, 0, 0, 0, 0, 147, 0, 1, 0, 0, 0, 0, 0, 215, 0, 0, 9, 63, 0, 0, 0, 0, 411, 11, 4, 5, 70, 139
88, 61, 26, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 18, 0, 0, 1, 14, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0
227, 133, 31, 0, 1, 1, 0, 0, 0, 20, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 10, 0, 0, 0, 0, 61, 0, 0, 1, 1, 13
98, 58, 18, 0, 1, 1, 0, 0, 0, 9, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 17, 0, 0, 0, 5, 0, 0, 0, 0, 19, 0, 0, 0, 1, 2
1524, 679, 68, 0, 1, 1, 0, 0, 0, 13, 0, 0, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 64, 0, 0, 0, 24, 0, 0, 0, 0, 62, 1, 0, 11, 62, 143
2827, 1712, 155, 0, 1, 1, 0, 0, 0, 125, 0, 0, 0, 0, 172, 0, 1, 0, 0, 0, 0, 0, 243, 0, 0, 9, 63, 0, 0, 0, 0, 524, 11, 6, 10, 88, 198
1408, 896, 148, 0, 1, 1, 0, 0, 0, 67, 0, 0, 0, 0, 97, 0, 1, 0, 0, 0, 0, 0, 172, 0, 0, 25, 70, 0, 0, 0, 0, 178, 0, 0, 3, 48, 73
1258, 589, 68, 0, 1, 1, 0, 0, 0, 11, 0, 0, 0, 0, 19, 0, 1, 0, 0, 0, 0, 0, 61, 0, 0, 0, 24, 0, 0, 0, 0, 58, 1, 0, 8, 54, 122
149, 86, 24, 0, 1, 1, 0, 0, 0, 12, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 15, 0, 0, 0, 7, 0, 0, 0, 0, 35, 0, 0, 0, 0, 10
155, 95, 18, 0, 1, 1, 0, 0, 0, 15, 0, 0, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 18, 0, 0, 0, 5, 0, 0, 0, 0, 41, 0, 0, 0, 3, 2
61, 44, 26, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 14, 0, 0, 0, 14, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
59, 42, 26, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 14, 0, 0, 0, 14, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
2077, 1239, 155, 0, 1, 1, 0, 0, 0, 105, 0, 0, 0, 0, 134, 0, 1, 0, 0, 0, 0, 0, 198, 0, 0, 7, 63, 0, 0, 0, 0, 374, 11, 1, 5, 52, 132
118, 66, 15, 0, 1, 1, 0, 0, 0, 11, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 0, 0, 0, 0, 31, 0, 0, 0, 0, 10
57, 34, 22, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 6, 0, 0, 0, 0, 15, 0, 0, 1, 0, 0
162, 101, 18, 0, 1, 1, 0, 0, 0, 16, 0, 0, 0, 0, 12, 0, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 5, 0, 0, 0, 0, 42, 0, 0, 0, 4, 2
17, 12, 8, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2192, 1310, 155, 0, 1, 1, 0, 0, 0, 115, 0, 0, 0, 0, 143, 0, 1, 0, 0, 0, 0, 0, 210, 0, 0, 9, 63, 0, 0, 0, 0, 394, 11, 0, 7, 62, 137
68, 51, 26, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 16, 0, 0, 0, 14, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0
87, 61, 26, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 18, 0, 0, 1, 14, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0
124, 73, 17, 0, 1, 1, 0, 0, 0, 10, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 15, 0, 0, 0, 5, 0, 0, 0, 0, 32, 0, 0, 0, 4, 2
1530, 888, 155, 0, 1, 1, 0, 0, 0, 74, 0, 0, 0, 0, 93, 0, 1, 0, 0, 0, 0, 0, 151, 0, 0, 3, 63, 0, 0, 0, 0, 271, 11, 2, 2, 36, 88
1480, 956, 148, 0, 1, 1, 0, 0, 0, 73, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0, 0, 0, 180, 0, 0, 25, 70, 0, 0, 0, 0, 194, 0, 0, 1, 46, 93
6, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0
1459, 938, 148, 0, 1, 1, 0, 0, 0, 71, 0, 0, 0, 0, 99, 0, 1, 0, 0, 0, 0, 0, 177, 0, 0, 25, 70, 0, 0, 0, 0, 189, 0, 0, 1, 49, 91
40, 25, 14, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0
114, 81, 15, 0, 1, 1, 0, 0, 0, 7, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 0, 0, 0, 0, 13, 0, 0, 0, 6, 10
89, 62, 26, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 18, 0, 0, 1, 14, 0, 0, 0, 0, 4, 0, 0, 1, 2, 2
2278, 1373, 155, 0, 1, 1, 0, 0, 0, 123, 0, 0, 0, 0, 149, 0, 1, 0, 0, 0, 0, 0, 217, 0, 0, 9, 63, 0, 0, 0, 0, 415, 11, 4, 6, 69, 150
1457, 656, 68, 0, 1, 1, 0, 0, 0, 13, 0, 0, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 64, 0, 0, 0, 24, 0, 0, 0, 0, 61, 1, 0, 14, 67, 142
2274, 1369, 155, 0, 1, 1, 0, 0, 0, 122, 0, 0, 0, 0, 149, 0, 1, 0, 0, 0, 0, 0, 217, 0, 0, 9, 63, 0, 0, 0, 0, 414, 11, 4, 5, 69, 138
2061, 1230, 155, 0, 1, 1, 0, 0, 0, 101, 0, 0, 0, 0, 132, 0, 1, 0, 0, 0, 0, 0, 197, 0, 0, 6, 63, 0, 0, 0, 0, 373, 11, 3, 5, 40, 142
127, 91, 39, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 12, 0, 1, 0, 0, 0, 0, 0, 27, 0, 0, 1, 21, 0, 0, 0, 0, 6, 0, 0, 1, 2, 2
166, 108, 37, 0, 1, 1, 0, 0, 0, 6, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 23, 0, 0, 1, 16, 0, 0, 0, 0, 29, 0, 0, 0, 7, 4
266, 176, 40, 0, 1, 1, 0, 0, 0, 14, 0, 0, 0, 0, 21, 0, 1, 0, 0, 0, 0, 0, 35, 0, 0, 2, 20, 0, 0, 0, 0, 27, 0, 0, 0, 8, 16
54, 38, 15, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 0, 2, 0, 0, 0, 3, 3
1743, 1016, 155, 0, 1, 1, 0, 0, 0, 80, 0, 0, 0, 0, 108, 0, 1, 0, 0, 0, 0, 0, 169, 0, 0, 5, 63, 0, 0, 0, 0, 306, 11, 2, 5, 44, 119
5, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
185, 107, 26, 0, 1, 1, 0, 0, 0, 13, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 17, 0, 0, 0, 7, 0, 0, 0, 0, 47, 0, 0, 0, 1, 14
1489, 964, 148, 0, 1, 1, 0, 0, 0, 74, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0, 0, 0, 181, 0, 0, 25, 70, 0, 0, 0, 0, 196, 0, 0, 2, 48, 91
126, 91, 39, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 12, 0, 1, 0, 0, 0, 0, 0, 27, 0, 0, 1, 21, 0, 0, 0, 0, 5, 0, 0, 1, 2, 2
783, 423, 68, 0, 1, 1, 0, 0, 0, 5, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 48, 0, 0, 0, 24, 0, 0, 0, 0, 39, 1, 1, 2, 18, 83
11, 6, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0
13, 8, 5, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
1678, 1093, 166, 0, 1, 1, 0, 0, 0, 82, 0, 0, 0, 0, 105, 0, 1, 0, 0, 0, 0, 0, 200, 0, 0, 25, 72, 0, 0, 0, 0, 239, 0, 0, 1, 66, 95
15, 11, 8, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
847, 449, 68, 0, 1, 1, 0, 0, 0, 6, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 51, 0, 0, 0, 24, 0, 0, 0, 0, 48, 1, 0, 4, 19, 93
2496, 1511, 155, 0, 1, 1, 0, 0, 0, 133, 0, 0, 0, 0, 162, 0, 1, 0, 0, 0, 0, 0, 231, 0, 0, 9, 63, 0, 0, 0, 0, 459, 11, 4, 8, 71, 156
202, 125, 17, 0, 1, 1, 0, 0, 0, 17, 0, 0, 0, 0, 14, 0, 1, 0, 0, 0, 0, 0, 23, 0, 0, 0, 5, 0, 0, 0, 0, 48, 0, 0, 0, 5, 7
82, 46, 13, 0, 1, 1, 0, 0, 0, 9, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0, 0, 3, 0, 0, 0, 0, 21, 0, 0, 0, 0, 6
2824, 1710, 155, 0, 1, 1, 0, 0, 0, 125, 0, 0, 0, 0, 172, 0, 1, 0, 0, 0, 0, 0, 243, 0, 0, 9, 63, 0, 0, 0, 0, 524, 11, 6, 10, 87, 199
125, 73, 18, 0, 1, 1, 0, 0, 0, 11, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 13, 0, 0, 0, 5, 0, 0, 0, 0, 28, 0, 0, 0, 1, 10
5, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
160, 100, 17, 0, 1, 1, 0, 0, 0, 14, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 5, 0, 0, 0, 0, 41, 0, 0, 0, 5, 1
1340, 616, 68, 0, 1, 1, 0, 0, 0, 12, 0, 0, 0, 0, 21, 0, 1, 0, 0, 0, 0, 0, 62, 0, 0, 0, 24, 0, 0, 0, 0, 60, 1, 0, 9, 49, 127
2166, 1293, 155, 0, 1, 1, 0, 0, 0, 115, 0, 0, 0, 0, 141, 0, 1, 0, 0, 0, 0, 0, 208, 0, 0, 9, 63, 0, 0, 0, 0, 387, 11, 5, 4, 57, 147
111, 66, 18, 0, 1, 1, 0, 0, 0, 8, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 14, 0, 0, 0, 5, 0, 0, 0, 0, 27, 0, 0, 0, 4, 2
1290, 758, 155, 0, 1, 1, 0, 0, 0, 71, 0, 0, 0, 0, 81, 0, 1, 0, 0, 0, 0, 0, 137, 0, 0, 0, 63, 0, 0, 0, 0, 239, 11, 3, 4, 22, 71
776, 422, 68, 0, 1, 1, 0, 0, 0, 5, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 48, 0, 0, 0, 24, 0, 0, 0, 0, 39, 1, 0, 3, 17, 84
1123, 541, 68, 0, 1, 1, 0, 0, 0, 9, 0, 0, 0, 0, 16, 0, 1, 0, 0, 0, 0, 0, 57, 0, 0, 0, 24, 0, 0, 0, 0, 55, 1, 0, 7, 38, 108
220, 127, 31, 0, 1, 1, 0, 0, 0, 14, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 10, 0, 0, 0, 0, 55, 0, 0, 0, 1, 15
2681, 1641, 155, 0, 1, 1, 0, 0, 0, 121, 0, 0, 0, 0, 172, 0, 1, 0, 0, 0, 0, 0, 243, 0, 0, 9, 63, 0, 0, 0, 0, 499, 11, 5, 6, 80, 180
2250, 1353, 155, 0, 1, 1, 0, 0, 0, 119, 0, 0, 0, 0, 146, 0, 1, 0, 0, 0, 0, 0, 215, 0, 0, 9, 63, 0, 0, 0, 0, 408, 11, 4, 7, 68, 148
184, 116, 18, 0, 1, 1, 0, 0, 0, 16, 0, 0, 0, 0, 17, 0, 1, 0, 0, 0, 0, 0, 25, 0, 0, 0, 5, 0, 0, 0, 0, 44, 0, 0, 0, 3, 9
2073, 1237, 155, 0, 1, 1, 0, 0, 0, 102, 0, 0, 0, 0, 134, 0, 1, 0, 0, 0, 0, 0, 198, 0, 0, 7, 63, 0, 0, 0, 0, 374, 11, 0, 5, 49, 139
15, 8, 4, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0
2076, 1238, 155, 0, 1, 1, 0, 0, 0, 100, 0, 0, 0, 0, 134, 0, 1, 0, 0, 0, 0, 0, 198, 0, 0, 7, 63, 0, 0, 0, 0, 374, 11, 2, 6, 50, 139
1510, 674, 68, 0, 1, 1, 0, 0, 0, 13, 0, 0, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 64, 0, 0, 0, 24, 0, 0, 0, 0, 61, 1, 0, 11, 61, 142
93, 53, 18, 0, 1, 1, 0, 0, 0, 6, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 14, 0, 0, 0, 5, 0, 0, 0, 0, 22, 0, 0, 0, 1, 1
14, 7, 5, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0
92, 63, 26, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 18, 0, 0, 1, 14, 0, 0, 0, 0, 4, 0, 1, 0, 1, 0
1679, 981, 155, 0, 1, 1, 0, 0, 0, 83, 0, 0, 0, 0, 103, 0, 1, 0, 0, 0, 0, 0, 162, 0, 0, 3, 63, 0, 0, 0, 0, 301, 11, 2, 3, 31, 113
2077, 1239, 155, 0, 1, 1, 0, 0, 0, 105, 0, 0, 0, 0, 134, 0, 1, 0, 0, 0, 0, 0, 198, 0, 0, 7, 63, 0, 0, 0, 0, 374, 11, 1, 5, 52, 132
218, 126, 31, 0, 1, 1, 0, 0, 0, 16, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 19, 0, 0, 0, 10, 0, 0, 0, 0, 53, 0, 0, 0, 1, 14
455, 290, 61, 0, 1, 1, 0, 0, 0, 23, 0, 0, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 52, 0, 0, 2, 31, 0, 0, 0, 0, 52, 0, 0, 0, 18, 32
2223, 1333, 155, 0, 1, 1, 0, 0, 0, 119, 0, 0, 0, 0, 146, 0, 1, 0, 0, 0, 0, 0, 213, 0, 0, 9, 63, 0, 0, 0, 0, 401, 11, 3, 4, 57, 149
2427, 1462, 155, 0, 1, 1, 0, 0, 0, 129, 0, 0, 0, 0, 157, 0, 1, 0, 0, 0, 0, 0, 225, 0, 0, 9, 63, 0, 0, 0, 0, 442, 11, 5, 7, 68, 152
2349, 1415, 155, 0, 1, 1, 0, 0, 0, 107, 0, 0, 0, 0, 152, 0, 1, 0, 0, 0, 0, 0, 220, 0, 0, 9, 63, 0, 0, 0, 0, 428, 11, 6, 5, 73, 150
86, 61, 26, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 18, 0, 0, 1, 14, 0, 0, 0, 0, 4, 0, 0, 0, 2, 2
1518, 879, 155, 0, 1, 1, 0, 0, 0, 74, 0, 0, 0, 0, 92, 0, 1, 0, 0, 0, 0, 0, 151, 0, 0, 3, 63, 0, 0, 0, 0, 268, 11, 1, 7, 29, 100
78, 58, 26, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 17, 0, 0, 0, 14, 0, 0, 0, 0, 3, 0, 0, 1, 1, 0
1577, 1029, 157, 0, 1, 1, 0, 0, 0, 78, 0, 0, 0, 0, 103, 0, 1, 0, 0, 0, 0, 0, 192, 0, 0, 25, 71, 0, 0, 0, 0, 219, 0, 0, 3, 57, 87
1429, 827, 155, 0, 1, 1, 0, 0, 0, 67, 0, 0, 0, 0, 84, 0, 1, 0, 0, 0, 0, 0, 141, 0, 0, 1, 63, 0, 0, 0, 0, 257, 11, 1, 3, 30, 87
2622, 1602, 155, 0, 1, 1, 0, 0, 0, 146, 0, 0, 0, 0, 171, 0, 1, 0, 0, 0, 0, 0, 241, 0, 0, 9, 63, 0, 0, 0, 0, 491, 11, 2, 6, 75, 182
695, 434, 79, 0, 1, 1, 0, 0, 0, 29, 0, 0, 0, 0, 54, 0, 1, 0, 0, 0, 0, 0, 90, 0, 0, 13, 41, 0, 0, 0, 0, 76, 0, 0, 0, 25, 43
934, 479, 68, 0, 1, 1, 0, 0, 0, 7, 0, 0, 0, 0, 12, 0, 1, 0, 0, 0, 0, 0, 53, 0, 0, 0, 24, 0, 0, 0, 0, 51, 1, 0, 7, 28, 93
890, 564, 99, 0, 1, 1, 0, 0, 0, 40, 0, 0, 0, 0, 63, 0, 1, 0, 0, 0, 0, 0, 110, 0, 0, 17, 49, 0, 0, 0, 0, 104, 0, 0, 0, 30, 62
78, 58, 26, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 17, 0, 0, 0, 14, 0, 0, 0, 0, 3, 0, 0, 1, 1, 0
1702, 996, 155, 0, 1, 1, 0, 0, 0, 83, 0, 0, 0, 0, 105, 0, 1, 0, 0, 0, 0, 0, 164, 0, 0, 3, 63, 0, 0, 0, 0, 304, 11, 3, 5, 37, 109
60, 32, 9, 0, 1, 1, 0, 0, 0, 8, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 16, 0, 0, 0, 0, 4
152, 96, 18, 0, 1, 1, 0, 0, 0, 13, 0, 0, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 18, 0, 0, 0, 5, 0, 0, 0, 0, 39, 0, 0, 0, 1, 3
1746, 1017, 155, 0, 1, 1, 0, 0, 0, 80, 0, 0, 0, 0, 110, 0, 1, 0, 0, 0, 0, 0, 170, 0, 0, 6, 63, 0, 0, 0, 0, 306, 11, 4, 7, 33, 108
164, 104, 50, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 1, 16, 0, 0, 0, 0, 32, 0, 0, 0, 1, 1
2600, 1585, 155, 0, 1, 1, 0, 0, 0, 142, 0, 0, 0, 0, 168, 0, 1, 0, 0, 0, 0, 0, 238, 0, 0, 9, 63, 0, 0, 0, 0, 486, 11, 3, 9, 78, 176
70, 52, 26, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 16, 0, 0, 0, 14, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0
169, 96, 21, 0, 1, 1, 0, 0, 0, 13, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 0, 0, 0, 0, 46, 0, 0, 1, 0, 12
83, 52, 18, 0, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 11, 0, 0, 0, 5, 0, 0, 0, 0, 20, 0, 0, 0, 1, 1
160, 110, 39, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 13, 0, 1, 0, 0, 0, 0, 0, 28, 0, 0, 2, 21, 0, 0, 0, 0, 7, 0, 0, 1, 5, 5
1786, 1165, 166, 0, 1, 1, 0, 0, 0, 92, 0, 0, 0, 0, 115, 0, 1, 0, 0, 0, 0, 0, 217, 0, 0, 27, 72, 0, 0, 0, 0, 263, 0, 0, 2, 69, 100
97, 55, 14, 0, 1, 1, 0, 0, 0, 11, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 0, 0, 0, 0, 26, 0, 0, 0, 0, 8
